id	feature	auc	p_value	p_adjusted	cohens_d	n_pos	n_neg	ci_lower	ci_upper	status	description
458	rmssd_3d_mean × sleep_dur_5d_mean	0.2462	0.93007	0.0	0.0253	304	617	0.2114	0.2794	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_mean predicts PHQ-9 increased from baseline
459	rmssd_3d_mean × sleep_dur_5d_std	0.572	0.933067	0.0	0.0253	304	617	0.5278	0.6121	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_std predicts PHQ-9 ≥ 5 (mild+ depression)
460	rmssd_3d_mean × sleep_dur_5d_std	0.572	0.931069	0.0	0.0253	304	617	0.5324	0.6135	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_std predicts PHQ-9 increased from baseline
461	rmssd_3d_mean × sleep_dur_5d_cv	0.5563	0.937063	0.0	0.0253	304	617	0.5165	0.5972	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
462	rmssd_3d_mean × sleep_dur_5d_cv	0.5563	0.934066	0.0	0.0253	304	617	0.5141	0.5969	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_cv predicts PHQ-9 increased from baseline
463	rmssd_3d_mean × sleep_dur_5d_slope	0.2646	0.934066	0.0	0.0253	304	617	0.2329	0.2986	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
464	rmssd_3d_mean × sleep_dur_5d_slope	0.2646	0.93007	0.0	0.0253	304	617	0.2319	0.2977	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_slope predicts PHQ-9 increased from baseline
465	rmssd_3d_mean × sleep_dur_5d_autocorr	0.2477	0.924076	0.0	0.0253	304	617	0.2141	0.28	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
466	rmssd_3d_mean × sleep_dur_5d_autocorr	0.2477	0.935065	0.0	0.0253	304	617	0.2149	0.2862	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_5d_autocorr predicts PHQ-9 increased from baseline
467	rmssd_3d_mean × sleep_dur_7d_mean	0.2051	0.876124	0.0	0.0472	277	559	0.1738	0.2388	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_7d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
468	rmssd_3d_mean × sleep_dur_7d_mean	0.2051	0.884116	0.0	0.0472	277	559	0.1714	0.2383	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_7d_mean predicts PHQ-9 increased from baseline
469	rmssd_3d_mean × sleep_dur_7d_std	0.5874	0.876124	0.0	0.0472	277	559	0.5481	0.6281	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_7d_std predicts PHQ-9 ≥ 5 (mild+ depression)
470	rmssd_3d_mean × sleep_dur_7d_std	0.5874	0.872128	0.0	0.0472	277	559	0.5468	0.6303	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_7d_std predicts PHQ-9 increased from baseline
471	rmssd_3d_mean × sleep_dur_7d_cv	0.567	0.865135	0.0	0.0472	277	559	0.5266	0.6112	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_7d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
472	rmssd_3d_mean × sleep_dur_7d_cv	0.567	0.894106	0.0	0.0472	277	559	0.5226	0.6083	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_7d_cv predicts PHQ-9 increased from baseline
473	rmssd_3d_mean × sleep_dur_7d_slope	0.2255	0.88012	0.0	0.0472	277	559	0.1932	0.2591	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_7d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
474	rmssd_3d_mean × sleep_dur_7d_slope	0.2255	0.878122	0.0	0.0472	277	559	0.192	0.2558	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_7d_slope predicts PHQ-9 increased from baseline
475	rmssd_3d_mean × sleep_dur_7d_autocorr	0.1877	0.87013	0.0	0.0472	277	559	0.1574	0.2214	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_7d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
476	rmssd_3d_mean × sleep_dur_7d_autocorr	0.1877	0.875125	0.0	0.0472	277	559	0.1544	0.2184	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_7d_autocorr predicts PHQ-9 increased from baseline
477	rmssd_3d_mean × sleep_dur_14d_mean	0.1741	0.565435	0.0	0.1745	183	367	0.1402	0.2112	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_14d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
478	rmssd_3d_mean × sleep_dur_14d_mean	0.1741	0.554446	0.0	0.1745	183	367	0.1411	0.2121	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_14d_mean predicts PHQ-9 increased from baseline
479	rmssd_3d_mean × sleep_dur_14d_std	0.5596	0.568432	0.0	0.1745	183	367	0.5069	0.6125	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_14d_std predicts PHQ-9 ≥ 5 (mild+ depression)
480	rmssd_3d_mean × sleep_dur_14d_std	0.5596	0.548452	0.0	0.1745	183	367	0.5115	0.6094	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_14d_std predicts PHQ-9 increased from baseline
481	rmssd_3d_mean × sleep_dur_14d_cv	0.5399	0.582418	0.0	0.1745	183	367	0.4906	0.5853	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_14d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
482	rmssd_3d_mean × sleep_dur_14d_cv	0.5399	0.551449	0.0	0.1745	183	367	0.4908	0.5894	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_14d_cv predicts PHQ-9 increased from baseline
483	rmssd_3d_mean × sleep_dur_14d_slope	0.3939	0.577423	0.0	0.1745	183	367	0.345	0.4422	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_14d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
484	rmssd_3d_mean × sleep_dur_14d_slope	0.3939	0.582418	0.0	0.1745	183	367	0.3475	0.4452	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_14d_slope predicts PHQ-9 increased from baseline
485	rmssd_3d_mean × sleep_dur_14d_autocorr	0.1491	0.59041	0.0	0.1745	183	367	0.1171	0.1827	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_14d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
486	rmssd_3d_mean × sleep_dur_14d_autocorr	0.1491	0.561439	0.0	0.1745	183	367	0.1182	0.1829	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_14d_autocorr predicts PHQ-9 increased from baseline
487	rmssd_3d_mean × sleep_dur_21d_mean	0.1063	0.874126	0.0	0.0521	92	192	0.068	0.1464	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_21d_mean predicts PHQ-9 ≥ 5 (mild+ depression)
488	rmssd_3d_mean × sleep_dur_21d_mean	0.1063	0.866134	0.0	0.0521	92	192	0.0703	0.1483	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_21d_mean predicts PHQ-9 increased from baseline
489	rmssd_3d_mean × sleep_dur_21d_std	0.5602	0.871129	0.0	0.0521	92	192	0.4906	0.6312	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_21d_std predicts PHQ-9 ≥ 5 (mild+ depression)
490	rmssd_3d_mean × sleep_dur_21d_std	0.5602	0.874126	0.0	0.0521	92	192	0.4947	0.628	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_21d_std predicts PHQ-9 increased from baseline
491	rmssd_3d_mean × sleep_dur_21d_cv	0.5435	0.876124	0.0	0.0521	92	192	0.4741	0.6177	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_21d_cv predicts PHQ-9 ≥ 5 (mild+ depression)
492	rmssd_3d_mean × sleep_dur_21d_cv	0.5435	0.893107	0.0	0.0521	92	192	0.4718	0.6135	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_21d_cv predicts PHQ-9 increased from baseline
493	rmssd_3d_mean × sleep_dur_21d_slope	0.2635	0.862138	0.0	0.0521	92	192	0.2075	0.3232	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_21d_slope predicts PHQ-9 ≥ 5 (mild+ depression)
494	rmssd_3d_mean × sleep_dur_21d_slope	0.2635	0.885115	0.0	0.0521	92	192	0.2048	0.3214	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_21d_slope predicts PHQ-9 increased from baseline
495	rmssd_3d_mean × sleep_dur_21d_autocorr	0.2113	0.85015	0.0	0.0521	92	192	0.1638	0.2678	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_21d_autocorr predicts PHQ-9 ≥ 5 (mild+ depression)
496	rmssd_3d_mean × sleep_dur_21d_autocorr	0.2113	0.858142	0.0	0.0521	92	192	0.1576	0.2689	PENDING	HRV×Sleep: rmssd_3d_mean + sleep_dur_21d_autocorr predicts PHQ-9 increased from baseline
497	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_dur_28d_mean predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
498	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_dur_28d_mean predicts PHQ-9 increased from baseline [Insufficient data]
499	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_dur_28d_std predicts PHQ-9 ≥ 5 (mild+ depression) [Insufficient data]
500	rmssd_3d_mean	0.5	1.0	1.0	0.0	0	0	0.5	0.5	DISCARD	HRV×Sleep: rmssd_3d_mean + sleep_dur_28d_std predicts PHQ-9 increased from baseline [Insufficient data]
